TRUE,fit,prediction
0.00041,-0.001340102,
-0.00072,-0.001096099,
0.0004,-0.003597602,
-0.00037,-0.000845068,
-0.00499,-0.005805811,
-0.01082,-0.01227735,
-0.00758,-0.005850638,
-0.00446,-0.004060935,
-0.00373,-0.003421713,
-0.00245,-0.002132735,
-0.00017,-0.00012297,
0.00489,-0.000189088,
0.00155,0.002745354,
0.01015,,0.008927537
0.00853,,0.008807988
0.01433,,0.014547058
0.01048,,0.009760629
0.00988,,0.011283085
0.00699,,0.005639364
0.00904,,0.009239858
0.00253,,-0.003084121
0.00674,,0.004400662
0.00851,,0.005555871
0.00747,,0.004400662
-0.00071,,-0.001260615
-0.00404,,-0.006936214
-0.00235,,-0.005096778
0.00947,,0.004127968
-0.00113,,0.003550479
0.00217,,0.002659769
0.00464,,-0.001098432
0.00095,,-0.001019165
0.00053,,-0.001006428
-0.00237,,-0.002809401
0.00653,,0.004297186
0.0032,,0.002994162
0.00001,,9.74E-05
0.00089,,-0.002237123
-0.00104,,-0.001260615
-0.00379,,-0.003139284
-0.00267,,-0.005978418
0.00118,,-0.000851778
0.00247,,0.002659769
-0.00675,,-0.005462877
-0.00311,,-0.005096778
-0.00386,,-0.004142928
-0.00537,,-0.006538383
-0.0054,,-0.004387432
-0.00572,,-0.006285794
-0.00267,,-0.003837532
-0.00525,,-0.006072046
-0.00116,,-0.003084121
0.00094,,0.002337796
0.00073,,0.000541255
0.00482,,0.002994162
0.00289,,0.002994162
0.0045,,0.003035011
-0.00014,,0.000430436
0.00465,,0.003035011
0.00579,,0.002994162
-0.00037,,0.001049971
0.00065,,0.002659769
0.00179,,0.000925708
0.00109,,0.000718433
-0.00176,,-0.002542121
0.00547,,0.003893089
0.00479,,0.003683142
0.01277,,0.01709351
0.00093,,0.000541255
0.00131,,0.002659769
0.00227,,0.000674729
0.00207,,8.42E-05
0.00231,,0.002994162
0.00936,,0.00691081
0.00595,,0.003166414
0.00884,,0.010364294
0.0075,,0.00831731
0.00808,,0.009953726
0.00814,,0.007904056
0.00412,,0.001698103
-0.00248,,-0.001260615
0.00304,,0.003683142
0.00432,,0.003683142
0.00504,,0.00762833
0.003,,0.003683142
0.01196,,0.011505799
0.00769,,0.009748247
0.00702,,0.004517146
0.00339,,0.003683142
0.00843,,0.010342992
0.00699,,0.006244852
0.00427,,0.003683142
-0.00176,,0.002744529
-0.00264,,0.000738583
-0.00142,,-0.000930732
-0.00296,,-0.000930732
-0.00403,,0.000246154
0.00337,,0.003683142
0.00224,,0.003301938
-0.00056,,0.000470447
0.00452,,0.002619757
0.00692,,0.005007449
0.00535,,0.004765458
0.00515,,0.007669178
0.00572,,0.003559241
0.00985,,0.006347133
0.00523,,0.004816948
0.00217,,0.002526296
0.00234,,0.002156218
0.00621,,0.004956169
0.00777,,0.006783322
0.00469,,0.00354967
0.01442,,0.011298703
-0.00351,,0.000994677
0.0008,,0.001049971
0.01454,,0.011505799
0.0196,,0.020686066
0.01894,,0.016448675
0.01495,,0.014273741
0.01838,,0.020720128
0.01143,,0.010365335
0.01191,,0.013398556
0.00858,,0.003600001
0.00869,,0.003683142
0.01333,,0.015132415
0.01155,,0.009126256
0.01061,,0.011109391
0.0145,,0.014547058
0.01635,,0.013392837
0.01613,,0.011497978
0.01406,,0.013271963
0.01299,,0.016420271
0.00849,,0.014142276
0.00502,,0.008941841
0.00238,,0.006727498
0.00797,,0.008468202
0.01072,,0.01098958
0.01203,,0.006649269
0.00212,,-0.000739533
0.01072,,0.003972451
0.00699,,0.002820732
0.0121,,0.006854019
-0.00118,,0.01476425
0.01207,,0.014008111
0.01254,,0.0117925
0.01007,,0.008884261
0.00748,,0.009776695
0.00697,,0.006711898
0.01349,,0.011505799
0.01144,,0.011286433
0.01046,,0.010795225
0.00242,,0.004942277
-0.00193,,0.009404433
0.01124,,0.01404059
0.01045,,0.016692381
0.01076,,0.014022672
0.01414,,0.013723617
0.01851,,0.019741463
0.01829,,0.016327111
0.01473,,0.018127592
0.02467,,0.019840151
0.01045,,0.011213727
0.01898,,0.019850519
0.0159,,0.015269863
0.01008,,0.011235029
0.01365,,0.02014259
0.01392,,0.02014259
0.01718,,0.019850519
0.00917,,0.012895443
0.01246,,0.013316648
-0.0015,,0.003903847
0.0077,,0.008599521
0.00343,,0.005947721
0.01264,,0.008374411
0.00933,,0.011356349
0.01135,,0.010190151
0.00154,,0.004017395
0.00169,,0.003400595
0.0032,,0.004465523
-0.00124,,0.008348835
0.00047,,0.001654221
0.0083,,0.008912523
0.00042,,0.004797899
0.01298,,0.010559641
0.00583,,0.007006845
0.00334,,0.003486568
0.00655,,0.010349044
0.00792,,0.010452778
0.01039,,0.012535904
0.01369,,0.00691081
0.01454,,0.019885411
0.00387,,0.00511408
0.00858,,0.009886491
0.01434,,0.010270442
0.02046,,0.019850519
0.00799,,0.010642707
0.01367,,0.016801437
0.0132,,0.014291827
0.01026,,0.012169532
0.01426,,0.014153752
0.00124,,0.004598322
0.0032,,0.009216359
0.0031,,0.001742034
-0.01708,,-0.009088852
0.00619,,0.004171253
-0.00208,,0.001626284
-0.00771,,-0.010369089
-0.01071,,-0.005969587
0.0067,,0.006571503
0.00935,,0.009027432
-0.00193,,0.006859489
0.01072,,0.006354837
0.00403,,0.007377544
-0.00297,,0.003257722
0.00512,,0.006455897
0.00868,,-5.16E-05
0.00364,,0.009594252
0.00107,,0.01047635
-0.0017,,-0.00199
0.00183,,0.006585408
